created_at,text
Sun Sep 23 20:52:37 +0000 2018,"Going to New York. Will be with Prime Minister Abe of Japan tonight, talking Military and Trade. We have done much… https://t.co/vOcuOeJhDq"
Sun Sep 23 20:43:52 +0000 2018,Tiger is playing great. Looks like a big win could happen. Very exciting! @TigerWoods
Sat Sep 22 19:39:15 +0000 2018,https://t.co/qZSEifBNaP
Sat Sep 22 14:56:35 +0000 2018,https://t.co/MgkotGmkJ0
Sat Sep 22 14:01:05 +0000 2018,New Economic Records being set on a daily basis - and it is not by accident!
Sat Sep 22 03:20:49 +0000 2018,GOD BLESS THE U.S.A.! https://t.co/n9OkDlqz11
Sat Sep 22 03:13:26 +0000 2018,"RT @RSBNetwork: President @realDonaldTrump absolutely packs the house at JQH Arena in Springfield, MO. #TrumpRally #RedWave https://t.co/1c…"
Sat Sep 22 03:11:53 +0000 2018,"RT @dcexaminer: ""We are standing up for your values,"" Trump said closing his rally in Springfield, Missouri. ""We are standing up for our na…"
Sat Sep 22 03:09:52 +0000 2018,"RT @juliehdavis: For 2nd night in row at Trump rally (tonite in Springfield, last nite in Las Vegas), crowd spontaneously breaks into cheer…"
Sat Sep 22 03:09:25 +0000 2018,"RT @FoxBusiness: .@POTUS: ""The stock market is up 55%... Your 401(k)s are up 50, 60, 70% in some cases."" https://t.co/g38SD65pMW"
Sat Sep 22 01:31:42 +0000 2018,"Thank you Missouri - Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/onl1HmM2Gz"
Sat Sep 22 01:05:00 +0000 2018,"Thank you Missouri - I love you!
https://t.co/rx3mtd7yOy"
Fri Sep 21 21:44:11 +0000 2018,Remarks by President Trump at the Signing of H.R. 5895: https://t.co/tfKJJGMevo https://t.co/7hcD22Txvy
Fri Sep 21 20:51:44 +0000 2018,https://t.co/hIw1AQdRpY
Fri Sep 21 20:26:58 +0000 2018,RT @W7VOA: View of the line outside Las Vegas Convention Center of those waiting to get into the @realDonaldTrump #MAGA rally. (Photos sent…
Fri Sep 21 20:25:20 +0000 2018,RT @RamonaGiwargis: The crowd roars as @realDonaldTrump takes the stage. Says he’s thrilled to be back in Ne-vah-da. “You have to say that…
Fri Sep 21 20:24:20 +0000 2018,"RT @MikeTokes: What an amazing Trump rally in Las Vegas, Nevada. There must have been over 10,000 people here and trust me when I say it, w…"
Fri Sep 21 20:24:14 +0000 2018,RT @MikeTokes: We are outside the Trump rally in Las Vegas. There are THOUSANDS of conservatives here and the line extends all the way arou…
Fri Sep 21 20:23:11 +0000 2018,RT @NVGOP: Energy and excitement for President @realDonaldTrump and his #AmericaFirst agenda is through the roof! #MAGA https://t.co/KNywCE…
Fri Sep 21 20:22:11 +0000 2018,"RT @GOP: “We’re fighting every day for our factories, our ranchers, our great miners, our farmers, and we are now the largest producer of e…"
Fri Sep 21 20:21:27 +0000 2018,RT @LindseyGrahamSC: Great job tonight by President @realDonaldTrump in Las Vegas laying out how strong America has become economically and…
Fri Sep 21 20:11:48 +0000 2018,Promises Kept for our GREAT Veterans! https://t.co/C0h8cW4FuH
Fri Sep 21 17:22:35 +0000 2018,"Throughout American history, the men and women of our Armed Forces have selflessly served our Country, making treme… https://t.co/YpDhcc1Cec"
Fri Sep 21 15:29:34 +0000 2018,"Senator Feinstein and the Democrats held the letter for months, only to release it with a bang after the hearings w… https://t.co/o5dcoCl6ZA"
Fri Sep 21 14:41:18 +0000 2018,....has been asked to review these documents on an expedited basis. I believe he will move quickly on this (and hop… https://t.co/qockMaO29n
Fri Sep 21 14:35:11 +0000 2018,I met with the DOJ concerning the declassification of various UNREDACTED documents. They agreed to release them but… https://t.co/yu3KyALbuq
Fri Sep 21 13:34:19 +0000 2018,RT @trueamerica1st: @realDonaldTrump https://t.co/w7EBsA5aTT
Fri Sep 21 13:33:16 +0000 2018,RT @trueamerica1st: https://t.co/02E9bG17Mf
Fri Sep 21 13:29:47 +0000 2018,The radical left lawyers want the FBI to get involved NOW. Why didn’t someone call the FBI 36 years ago?
Fri Sep 21 13:23:32 +0000 2018,I will Chair the United Nations Security Council meeting on Iran next week!
Fri Sep 21 13:14:33 +0000 2018,"I have no doubt that, if the attack on Dr. Ford was as bad as she says, charges would have been immediately filed w… https://t.co/4sgOHYo7kF"
Fri Sep 21 12:56:46 +0000 2018,"Judge Brett Kavanaugh is a fine man, with an impeccable reputation, who is under assault by radical left wing polit… https://t.co/BpC6phYn0J"
Fri Sep 21 04:05:52 +0000 2018,AMERICA IS WINNING AGAIN! https://t.co/6HcBjLAAQB
Fri Sep 21 03:33:30 +0000 2018,"Thank you Las Vegas, Nevada - I love you! #MAGA🇺🇸 https://t.co/GBZO84PyQ1"
Fri Sep 21 03:29:03 +0000 2018,"MAKE AMERICA GREAT AGAIN!
https://t.co/OYJUkiEUid"
Fri Sep 21 01:27:45 +0000 2018,Landing in Las Vegas now for a Make America Great Again Rally supporting @DeanHeller and @DannyTarkanian. Also doin… https://t.co/nlm7h6xTt6
Thu Sep 20 23:57:13 +0000 2018,https://t.co/LdXQb42Imc
Thu Sep 20 21:54:39 +0000 2018,"On my way to Las Vegas, Nevada. Look forward to seeing everyone tonight! #MAGA https://t.co/wTeerIUJvd"
Thu Sep 20 18:34:14 +0000 2018,https://t.co/RzqoiQ4SmD
Thu Sep 20 18:10:06 +0000 2018,"...North Korea to be identified as a result of my Summit with Chairman Kim. These HEROES are home, they may Rest In… https://t.co/z9XxPhsDnv"
Thu Sep 20 18:10:05 +0000 2018,"Army Master Sgt. Charles H. McDaniel, 32, of Vernon, Indiana, and Army Pfc. William H. Jones, 19, of Nash County, N… https://t.co/oLmSJEZnlS"
Thu Sep 20 17:39:08 +0000 2018,Congratulations to my good friend Prime Minister @AbeShinzo on his HUGE election victory in Japan. I’m looking forw… https://t.co/ghipsRro5u
Thu Sep 20 17:30:10 +0000 2018,.@JayWebberNJ is running for Congress in the 11th District of New Jersey. He is outstanding in every way. Strong on… https://t.co/SdtyhJODFP
Thu Sep 20 13:34:15 +0000 2018,S&amp;P 500 HITS ALL-TIME HIGH  Congratulations USA!
Thu Sep 20 11:43:01 +0000 2018,"I want to know, where is the money for Border Security and the WALL in this ridiculous Spending Bill, and where wil… https://t.co/KHpM0VtP7I"
Thu Sep 20 11:37:55 +0000 2018,....The thing that’s lacking is we can’t properly secure the Border because of the Democrats historic level of Obst… https://t.co/7FckEVWHbo
Thu Sep 20 11:32:58 +0000 2018,“We can’t secure the Border because of the Democrats historic level of Obstruction. The Presidents fed up with this… https://t.co/jMLAWQff90
Thu Sep 20 11:13:44 +0000 2018,"We protect the countries of the Middle East, they would not be safe for very long without us, and yet they continue… https://t.co/NbKeUOiQGz"
Thu Sep 20 11:05:16 +0000 2018,"Financial and jobs numbers are fantastic. There are plenty of new, high paying jobs available in our great and very… https://t.co/wB8SOnD4Qu"
Thu Sep 20 00:50:29 +0000 2018,https://t.co/zMg2iZgriM
Wed Sep 19 23:57:36 +0000 2018,Great new book by Jason Chaffetz appropriately called “The Deep State.” Very interesting indeed!
Wed Sep 19 23:37:25 +0000 2018,Just returned to the White House from the Great States of North Carolina and South Carolina where incredible work i… https://t.co/Ra1PAhi7qh
Wed Sep 19 17:49:19 +0000 2018,“President Donald J. Trump’s Administration is Providing Support to Those Impacted by Hurricane Florence” https://t.co/3neafSgQ1h
Wed Sep 19 11:43:44 +0000 2018,“North Korea recommits to denuclearization - we’ve come a long way.” @FoxNews
Wed Sep 19 11:40:37 +0000 2018,"....it was impossible - and then already it’s over 4%, and I expect it’s going to grow faster and faster. We’re jus… https://t.co/NudY9GFy8e"
Wed Sep 19 11:34:29 +0000 2018,“The recovery got started on Election Day 2016. It took Trump’s Tax Cuts and Regulation Cuts to get the economy boo… https://t.co/xvIv1MDY0w
Wed Sep 19 04:11:39 +0000 2018,"....returned home to the United States. Also, North and South Korea will file a joint bid to host the 2032 Olympics. Very exciting!"
Wed Sep 19 04:04:32 +0000 2018,"Kim Jong Un has agreed to allow Nuclear inspections, subject to final negotiations, and to permanently dismantle a… https://t.co/9MLVjVq5fy"
Wed Sep 19 03:45:38 +0000 2018,"The Supreme Court is one of the main reasons I got elected President. I hope Republican Voters, and others, are wat… https://t.co/WUEfOytnyZ"
Tue Sep 18 23:42:22 +0000 2018,https://t.co/G0BjCXEnaX
Tue Sep 18 21:20:46 +0000 2018,"Today, it was my great honor to welcome @prezydentpl Andrzej Duda of Poland to the @WhiteHouse! https://t.co/VdsTYdq9MN"
Tue Sep 18 18:21:47 +0000 2018,"Today, I took action to strengthen our Nation’s defenses against biological threats. For the first time in history,… https://t.co/rohX3hoIR3"
Tue Sep 18 15:59:58 +0000 2018,Thank you to our great Coast Guard for doing such a tremendous job - thousands of lives being saved!… https://t.co/yJ4lNIiZ5t
Tue Sep 18 15:50:57 +0000 2018,"...that FEMA, our Military, and our First Responders, who are all unbelievable, are a disaster and not doing a good… https://t.co/zuDaVIFTJH"
Tue Sep 18 15:50:55 +0000 2018,"Right now, everybody is saying what a great job we are doing with Hurricane Florence – and they are 100% correct. B… https://t.co/jWmu0JXoiO"
Tue Sep 18 13:26:09 +0000 2018,Happy 71st Birthday to our GREAT United States Air Force! https://t.co/r9Sa7DJQ76
Tue Sep 18 12:55:04 +0000 2018,.....China has been taking advantage of the United States on Trade for many years. They also know that I am the one… https://t.co/F3IIy5iMs2
Tue Sep 18 12:50:29 +0000 2018,"China has openly stated that they are actively trying to impact and change our election by attacking our farmers, r… https://t.co/AaTAXri1l2"
Tue Sep 18 12:45:09 +0000 2018,"....campaign, which is unprecedented in our history.” Congressman Peter King  Really bad things were happening, but… https://t.co/gvsF7bpPU6"
Tue Sep 18 12:42:02 +0000 2018,"“What will be disclosed is that there was no basis for these FISA Warrants, that the important information was kept… https://t.co/BSkLbopy8R"
Tue Sep 18 00:21:09 +0000 2018,"Today, as we celebrate Hispanic Heritage Month, we share our gratitude for all the ways Hispanic-Americans make our… https://t.co/FqPCP7Nzx3"
Mon Sep 17 22:07:35 +0000 2018,Just met John James of Michigan. He has every single quality to be your next Great Senator from Michigan. When the… https://t.co/XU0j2wP1UC
Mon Sep 17 21:53:11 +0000 2018,It was my great honor to host today’s Inaugural Meeting of the “President’s National Council for the American Worke… https://t.co/z1cEPzYQ5W
Mon Sep 17 20:53:51 +0000 2018,https://t.co/Vu2b2hhwHu
Mon Sep 17 19:27:38 +0000 2018,Happy Constitution Day! https://t.co/9KiLowP3Hh
Mon Sep 17 18:22:01 +0000 2018,"Join me in Las Vegas, Nevada at 7:00pm for a MAKE AMERICA GREAT AGAIN RALLY! Tickets: https://t.co/keENWZEd0F https://t.co/xJzQ9foOTL"
Mon Sep 17 18:10:09 +0000 2018,"Americans deserve to know the lowest drug price at their pharmacy, but “gag clauses” prevent your pharmacist from t… https://t.co/CsR29iY8GX"
Mon Sep 17 14:36:06 +0000 2018,"Immediately after Comey’s firing Peter Strzok texted to his lover, Lisa Page “We need to Open the case we’ve been w… https://t.co/rsawT1aBvs"
Mon Sep 17 14:23:27 +0000 2018,“Lisa Page Testimony- NO EVIDENCE OF COLLUSION BEFORE MUELLER APPOINTMENT.” @FoxNews by Catherine Herridge. Therefo… https://t.co/qP1N21fKG4
Mon Sep 17 10:15:52 +0000 2018,"Our Steel Industry is the talk of the World. It has been given new life, and is thriving. Billions of Dollars is be… https://t.co/MsuTnN7g1c"
Mon Sep 17 10:11:31 +0000 2018,"Tariffs have put the U.S. in a very strong bargaining position, with Billions of Dollars, and Jobs, flowing into ou… https://t.co/cKHNm2WYIM"
Mon Sep 17 10:01:30 +0000 2018,"“A lot of small &amp; medium size enterprises are registering very good profit, sometimes record profits-there stocks a… https://t.co/gBhKMbGwoB"
Mon Sep 17 09:48:08 +0000 2018,RT @fema: Rain from #Florence these next few days will cause flooding in many parts of the Carolinas. Expect flash flooding at any time and…
Mon Sep 17 09:47:32 +0000 2018,"RT @DHSgov: If you see something, tell local authorities who or what you saw; when you saw it; where it occurred; and why it's suspicious.…"
Mon Sep 17 09:47:07 +0000 2018,RT @CBPFlorida: 🇺🇸@CBP personnel and assets are in place responding with @fema. Aircrews and teams🚁🚤 from across the country are staging at…
Mon Sep 17 09:46:51 +0000 2018,"RT @Edison_Electric: While customers may not see electric company personnel in their neighborhoods, the energy grid is heavily interconnect…"
Mon Sep 17 09:46:14 +0000 2018,RT @femaregion4: Listen to your local officials and only return when they say it is safe to do so. #Florence #FlorenceNC https://t.co/5nFHB…
Mon Sep 17 09:46:00 +0000 2018,RT @uscgmidatlantic: #USCG crews have coordinated the rescue of 57 people and 8 pets so far! #hurricaneFlorence https://t.co/YsfJXPFbwU
Mon Sep 17 09:45:45 +0000 2018,"RT @USCG: We know how much you love your pets and want to keep them safe from flooding. 🐶 #HurricaneFlorence
#Florence
https://t.co/kfzNsx1…"
Mon Sep 17 09:45:33 +0000 2018,"RT @SecNielsen: Just finished briefing @POTUS, @VP, @WhiteHouse homeland security team on Hurricane #Florence w @FEMA_Brock. The entire fed…"
Mon Sep 17 09:45:05 +0000 2018,"RT @scdhec: Protect yourself and your family. Don't use a portable generator, grill, camp stove, or improperly vented heater indoors. It ca…"
Mon Sep 17 09:44:51 +0000 2018,"RT @CDCgov: Power outage after the storm? DON’T run a generator, motor vehicle or any gasoline-powered engine less than 20 feet from an ope…"
Mon Sep 17 09:44:47 +0000 2018,"RT @NCDOT: This is the type of flooding much of our state is encountering. Travel is not safe, if not impassable! Help us keep limited rout…"
Mon Sep 17 09:44:15 +0000 2018,"RT @fema: Our Urban Search &amp; Rescue teams, along with @USCG &amp; @NationalGuard, have been supporting local responders for #Florence water res…"
Mon Sep 17 09:43:28 +0000 2018,"RT @SecNielsen: I will be traveling to #NorthCarolina tomorrow to meet with state and local leadership responding to #Florence, and to ensu…"
Mon Sep 17 09:43:10 +0000 2018,"RT @DeptofDefense: #Pets are family, too. 🐶 @SCNationalGuard #soldiers conduct ongoing rescue and recovery efforts to help those affected b…"
Mon Sep 17 09:42:54 +0000 2018,"RT @Norad_Northcom: ""I would like to highlight the incredible work that is being done by the state &amp; local first responders. We are posture…"
Mon Sep 17 09:41:57 +0000 2018,RT @SCNationalGuard: #SCGuard Soldiers w/4-118 Combined Arms Battalion conducted high water rescue &amp;  evacuation in Chesterfield County S.C…
Mon Sep 17 09:40:16 +0000 2018,RT @FEMAespanol: #Florence sigue causando inundaciones repentinas y tornados. Manténgase seguro y asegúrese de recibir actualizaciones por…
Mon Sep 17 09:39:15 +0000 2018,RT @FEMAespanol: Por favor comparta este mensaje de seguridad y exhorte a todos estar pendientes a las predicciones del clima. #Florence co…
Mon Sep 17 01:06:27 +0000 2018,"Consumer Sentiment hit its highest level in 17 years this year. Sentiment fell 11% in 2015, an Obama year, and rose… https://t.co/3cj0yvt216"
Sun Sep 16 22:18:10 +0000 2018,"Best economic numbers in decades. If the Democrats take control, kiss your newfound wealth goodbye!"
Sun Sep 16 21:40:19 +0000 2018,"Watch @MariaBartiromo at 6:00 P.M. on @FoxBusiness. Russian Hoax the big topic! Mainstream Media, often referred to… https://t.co/wOIuQSFzTl"
Sun Sep 16 21:28:46 +0000 2018,Congratulations to all of our Mexican friends on National Independence Day. We will be doing great things together!
Sun Sep 16 17:39:05 +0000 2018,RT @FoxNews: .@DevinNunes: “I think full transparency is in order here.” #SundayFutures @MariaBartiromo https://t.co/RmjFNRysWN
Sun Sep 16 16:09:08 +0000 2018,"FEMA, First Responders and Law Enforcement are working really hard on hurricane Florence. As the storm begins to fi… https://t.co/9uSAfdRUhp"
Sun Sep 16 14:20:07 +0000 2018,"The illegal Mueller Witch Hunt continues in search of a crime. There was never Collusion with Russia, except by the… https://t.co/1yHeuYGKy9"
Sun Sep 16 02:27:07 +0000 2018,Exclusive -- Donald Trump Jr. to Obama: My Dad Fixed the Economy You Could Not https://t.co/HXuSBGFmf2 via @BreitbartNews
Sun Sep 16 00:50:51 +0000 2018,"RT @fema: ⚡️ “Hurricane Florence Response” 

Disaster response requires teamwork and coordination at all levels. Check out the incredible t…"
Sat Sep 15 22:42:10 +0000 2018,Five deaths have been recorded thus far with regard to hurricane Florence! Deepest sympathies and warmth go out to… https://t.co/arKELmrrSb
Sat Sep 15 22:38:35 +0000 2018,When will Republican leadership learn that they are being played like a fiddle by the Democrats on Border Security… https://t.co/Z60PQPZgII
Sat Sep 15 22:08:30 +0000 2018,"While my (our) poll numbers are good, with the Economy being the best ever, if it weren’t for the Rigged Russian Wi… https://t.co/QNk5oJrYaD"
Sat Sep 15 20:57:48 +0000 2018,".@DannyTarkanian of Nevada is a great friend who supports the Trump Agenda. He is Strong on Crime, the Border and o… https://t.co/MehJNi5V5l"
Sat Sep 15 20:54:31 +0000 2018,"Congressman Keith Rothfus continues to do a great job for the people of Pennsylvania. Keith is strong on Crime, the… https://t.co/ZbYMIdlNeT"
